Name,Price,Profession,Normalized
Trust GXT 888 Assa Single Handed,55.0,"Homemaker, Entertainment",0.1318173787951442
Acer Predator Aethon 500,169.0,"Artist, Entertainment",0.4195290614037301
Cougar Attack X3 RGB,113.0,"Homemaker, Marketing",0.2781970067889862
NGS GKX-300,21.9,"Artist, Lawyer",0.04828003937107235
Tracer Oxin,16.8,"Engineer, Marketing",0.03540872725437246
Redragon Combo Vajra & Centrophorus,27.5,Marketing,0.06241324483254675
Sharkoon Skiller Pro,34.8,Executive,0.08083688766625442
Gembird KB-UMGL-01,15.5,Executive,0.03212780455795876
Sharkoon PureWriter TKL RGB (Kailh Red),69.99,Healthcare,0.16964894127148372
Gembird GGS-UMG4-01,40.0,"Artist, Doctor",0.09396057845190924
Corsair K68,169.9,Executive,0.4218004694243242
Rebeltec Warrior,7.0,"Healthcare, Lawyer",0.010675617696792268
FanTech Zexter K610,24.8,Entertainment,0.05559902077076446
Genius Scorpion K10,31.72,Healthcare,0.07306362466244352
Roccat Horde,89.8,"Marketing, Lawyer",0.2196451555914494
Roccat Horde Aimo Black,96.8,Healthcare,0.2373116624182924
Aula Adjudication Expert,9.99,"Executive, Engineer",0.018221739898543775
Aula Mechanical Demon King,68.08,Marketing,0.16482850869444515
Roccat Isku+ Illuminated,38.0,Artist,0.08891300507281123
FanTech Outlaw K12,23.5,Doctor,0.052318098074350755
Zornwee ZE-9800,8.99,Engineer,0.015697953208994777
HAMA uRage Exodus Macro,22.9,Engineer,0.05080382606062135
Genesis Rhod 400,22.45,Artist,0.0496681220503243
Ravcore Blade,54.9,Marketing,0.13156500012618932
HAMA Urage Exodus 2,23.9,Lawyer,0.05332761275017035
SteelSeries APEX 300,86.7,Healthcare,0.21182141685384753
Rebeltec Legend,17.0,"Lawyer, Homemaker",0.03591348459228226
Asus Cerberus Mech RGB,129.0,"Healthcare, Marketing",0.3185775938217702
Trust Ziva,21.9,Homemaker,0.04828003937107235
Riotoro Ghostwriter Prism,115.0,"Homemaker, Lawyer",0.2832445801680842
Riotoro Ghostwriter Classic,60.0,Homemaker,0.14443631224288922
Redragon Hara,60.0,"Executive, Lawyer",0.14443631224288922
Spirit of Gamer Xpert K100,38.8,Doctor,0.09093203442445043
Powertech PT-183,13.5,"Engineer, Entertainment",0.027080231178860763
Roccat Ryos MK Pro,189.6,"Homemaker, Executive",0.4715190672084395
Gigabyte Force K85,92.65,Healthcare,0.22683794765666407
Zornwee V6,26.99,"Entertainment, Executive",0.061126113620876756
Weibo WB-538,23.88,Executive,0.05327713701637937
Iogear Kaliber Hver,59.0,"Entertainment, Marketing",0.14191252555334022
FanTech K710,48.0,Homemaker,0.11415087196830123
Fury Hellfire illuminated,17.4,Doctor,0.03692299926810186
Media-Tech Cobra Pro Inferno,55.0,Engineer,0.1318173787951442
Thermaltake ESPORTS Challenger Edge RGB,57.5,"Entertainment, Marketing",0.13812684551901672
Tracer Hellway,27.9,Homemaker,0.06342275950836634
Ravcore Valravn,36.0,Doctor,0.08386543169371323
Zornwee X6 Soldier,8.4,Homemaker,0.014208919062160867
Roccat Skeltr,106.56,"Entertainment, Marketing",0.2619438205082906
SpeedLink Ferus,15.9,Homemaker,0.03313731923377836
Keep Out F89PTE,27.6,"Artist, Entertainment",0.06266562350150165
Trust GXT 830,25.4,Lawyer,0.05711329278449385
Redragon Indrah Black,99.0,"Healthcare, Doctor",0.24286399313530022
Redragon K506,28.8,Engineer,0.06569416752896046
Sandberg Thunderstorm 640-02,49.9,"Homemaker, Entertainment",0.11894606667844432
Armaggeddon MKA-9C Psychraptor (Kaily Red),82.0,Engineer,0.19995961941296722
Media-Tech Cobra Pro MT1251,13.4,Artist,0.026827852509905863
Weibo FC-719,9.49,Marketing,0.016959846553769278
Aula Be Fire,23.5,Executive,0.052318098074350755
Xtrike Me KB-301,7.99,"Lawyer, Doctor",0.013174166519445777
Zalman ZM-K600S,30.5,"Executive, Doctor",0.06998460490119375
Zalman ZM-K700M,113.9,"Entertainment, Executive",0.2804684148095803
FanTech KR-6300,20.0,Healthcare,0.04348484466092926
E-More HK3800,14.83,"Doctor, Healthcare",0.030436867475960933
Ravcore Hybrid,34.5,Engineer,0.08007975165938974
Azio MGK1,99.0,"Marketing, Entertainment",0.24286399313530022
Roccat Vulcan 122 AIMO White,187.9,"Entertainment, Marketing",0.4672286298362062
Genesis RX11,19.99,Entertainment,0.04345960679403376
Turtle Beach Impact 100,65.5,Engineer,0.1583171390354087
Magic m100,35.8,Lawyer,0.08336067435580342
Keep Out F80,48.8,"Engineer, Artist",0.11616990131994041
Approx Bolt,16.0,"Engineer, Entertainment",0.03338969790273326
Keep Out F89CH,30.9,"Marketing, Doctor",0.07099411957701335
Tracer Enduro,18.0,"Artist, Engineer",0.03843727128183126
SteelSeries Apex Raw,82.0,Executive,0.19995961941296722
Roccat Isku FX,66.82,Engineer,0.1616485374656134
Perixx PX-1200,73.34,Entertainment,0.1781036266814729
Armaggeddon AK-700,35.0,Entertainment,0.08134164500416424
ZYG-900,15.7,Doctor,0.03263256189586856
Sharkoon Shark Zone MK80,83.01,"Healthcare, Homemaker",0.2025086439694117
R-Horse FC-720,39.9,"Entertainment, Executive",0.09370819978295433
Sumvision Kane PRO LED,37.21,"Executive, Artist",0.08691921358806752
Trust GXT 280,15.9,"Engineer, Executive",0.03313731923377836
Approx Blizzard,26.6,Lawyer,0.060141836811952655
Keep Out F89PRO,47.7,Executive,0.11339373596143654
Mars Gaming MK1,5.46,Artist,0.0067889861948868075
Approx Appblizzard,22.51,Executive,0.04981954925169725
Roccat Isku,149.0,"Artist, Marketing",0.3690533276127501
Aula Gaming Combo Set,50.37,"Lawyer, Doctor",0.12013224642253235
SpeedLink Parthica Core,42.4,Artist,0.10001766650682682
Sumvision Nemesis Stryder,32.74,Healthcare,0.0756378870857835
Keep Out F90,38.9,"Lawyer, Artist",0.09118441309340533
Perixx PX-1100,87.42,Doctor,0.2136385432703228
Media-Tech Cobra Pro Multimedia,16.99,Healthcare,0.03588824672538676
SpeedLink Rapax,27.5,Marketing,0.06241324483254675
Omega Varr VK-1,15.0,"Homemaker, Entertainment",0.03086591121318426
A4Tech Bloody & Sades Gaming set,156.07,Lawyer,0.38689649950786154
Esperanza TK105,6.8,Entertainment,0.010170860358882466
Keep Out F90E Gaming USB,39.9,"Homemaker, Executive",0.09370819978295433
Gigabyte K8100,75.0,"Marketing, Doctor",0.1822931125861242
Approx Quasar,29.0,"Engineer, Homemaker",0.06619892486687025
A4Tech X7 G100,17.0,"Engineer, Homemaker",0.03591348459228226
